 CONJUNTO, EVALUADOR, BUSQUEDA, CLASIFICADOR, ATTR, %ICC, NTI, ICC, ICI, ROC, F-STAT, PROM, MIN,  MAX, SD, MAX-MIN, FEAT1, FEAT2, FEAT3, FEAT4, FEAT5, FEAT6, FEAT7, FEAT8, FEAT9, FEAT10
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,LWL,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','AR_____FitCCm1h1','HjorthComp','AR_____FitNRMSEm1h1','KendaAutoct1','KendaCAutot1','PearsCAutot1','HjorthMobi','PartialAutt1','PearsAutoct1'
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,LWL,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitCCm1h1','KendaAutoct1','KendaCAutot1','PearsCAutot1','HjorthMobi',' ',' '
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,LWL,4,78.3784,37,29,8,0.66176,0.77472,78.3784,78.3784,78.3784,0,0,'AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','AR_____FitCCm1h1',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,LWL,3,81.0811,37,30,7,0.66176,0.80037,81.0811,81.0811,81.0811,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,LWL,2,81.0811,37,30,7,0.67647,0.80037,81.0811,81.0811,81.0811,0,0,'HjorthComp','AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,LWL,1,78.3784,37,29,8,0.67353,0.76854,78.3784,78.3784,78.3784,0,0,'AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' ',' '


Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,IB1,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitCCm1h1','KendaAutoct1','KendaCAutot1','PearsCAutot1','PartialAutt1','HjorthMobi','PearsAutoct1'
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,IB1,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','AR_____FitCCm1h1','KendaAutoct1','KendaCAutot1','HjorthMobi','PearsCAutot1','PartialAutt1','PearsAutoct1'
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,IB1,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','AR_____FitCCm1h1','HjorthComp','KendaAutoct1','KendaCAutot1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi'
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,IB1,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','AR_____FitCCm1h1','HjorthComp','AR_____FitNRMSEm1h1','KendaAutoct1','KendaCAutot1','PearsCAutot1','HjorthMobi','PartialAutt1','PearsAutoct1'
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,IB1,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitCCm1h1','KendaAutoct1','KendaCAutot1','PearsCAutot1','HjorthMobi',' ',' '
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,IB1,4,56.7568,37,21,16,0.56912,0.5682,56.7568,56.7568,56.7568,0,0,'AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','AR_____FitCCm1h1',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,IB1,3,75.6757,37,28,9,0.75735,0.75711,75.6757,75.6757,75.6757,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,IB1,2,75.6757,37,28,9,0.76176,0.75676,75.6757,75.6757,75.6757,0,0,'HjorthComp','AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,IB1,1,72.973,37,27,10,0.72794,0.72973,72.973,72.973,72.973,0,0,'AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' ',' '


Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,IBk,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitCCm1h1','KendaAutoct1','KendaCAutot1','PearsCAutot1','PartialAutt1','HjorthMobi','PearsAutoct1'
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,IBk,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','AR_____FitCCm1h1','KendaAutoct1','KendaCAutot1','HjorthMobi','PearsCAutot1','PartialAutt1','PearsAutoct1'
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,IBk,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','AR_____FitCCm1h1','HjorthComp','KendaAutoct1','KendaCAutot1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi'
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,IBk,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','AR_____FitCCm1h1','HjorthComp','AR_____FitNRMSEm1h1','KendaAutoct1','KendaCAutot1','PearsCAutot1','HjorthMobi','PartialAutt1','PearsAutoct1'
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,IBk,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitCCm1h1','KendaAutoct1','KendaCAutot1','PearsCAutot1','HjorthMobi',' ',' '
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,IBk,4,56.7568,37,21,16,0.59118,0.5682,56.7568,56.7568,56.7568,0,0,'AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','AR_____FitCCm1h1',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,IBk,3,75.6757,37,28,9,0.73971,0.75711,75.6757,75.6757,75.6757,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,IBk,2,75.6757,37,28,9,0.73971,0.75676,75.6757,75.6757,75.6757,0,0,'HjorthComp','AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,IBk,1,72.973,37,27,10,0.74412,0.72973,72.973,72.973,72.973,0,0,'AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' ',' '


Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,Bagging,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitCCm1h1','KendaAutoct1','KendaCAutot1','PearsCAutot1','PartialAutt1','HjorthMobi','PearsAutoct1'
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,Bagging,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','AR_____FitCCm1h1','KendaAutoct1','KendaCAutot1','HjorthMobi','PearsCAutot1','PartialAutt1','PearsAutoct1'
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,Bagging,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','AR_____FitCCm1h1','HjorthComp','KendaAutoct1','KendaCAutot1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi'
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,Bagging,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','AR_____FitCCm1h1','HjorthComp','AR_____FitNRMSEm1h1','KendaAutoct1','KendaCAutot1','PearsCAutot1','HjorthMobi','PartialAutt1','PearsAutoct1'
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,Bagging,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitCCm1h1','KendaAutoct1','KendaCAutot1','PearsCAutot1','HjorthMobi',' ',' '
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,Bagging,4,75.6757,37,28,9,0.76471,0.7493,75.6757,75.6757,75.6757,0,0,'AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','AR_____FitCCm1h1',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,Bagging,3,75.6757,37,28,9,0.71176,0.7493,75.6757,75.6757,75.6757,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,Bagging,2,78.3784,37,29,8,0.70735,0.77472,78.3784,78.3784,78.3784,0,0,'HjorthComp','AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,Bagging,1,78.3784,37,29,8,0.70588,0.76854,78.3784,78.3784,78.3784,0,0,'AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' ',' '


Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,ClassificationViaClustering,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitCCm1h1','KendaAutoct1','KendaCAutot1','PearsCAutot1','PartialAutt1','HjorthMobi','PearsAutoct1'
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,ClassificationViaClustering,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','AR_____FitCCm1h1','KendaAutoct1','KendaCAutot1','HjorthMobi','PearsCAutot1','PartialAutt1','PearsAutoct1'
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,ClassificationViaClustering,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','AR_____FitCCm1h1','HjorthComp','KendaAutoct1','KendaCAutot1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi'
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,ClassificationViaClustering,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','AR_____FitCCm1h1','HjorthComp','AR_____FitNRMSEm1h1','KendaAutoct1','KendaCAutot1','PearsCAutot1','HjorthMobi','PartialAutt1','PearsAutoct1'
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,ClassificationViaClustering,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitCCm1h1','KendaAutoct1','KendaCAutot1','PearsCAutot1','HjorthMobi',' ',' '
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,ClassificationViaClustering,4,70.2703,37,26,11,0.70294,0.70314,70.2703,70.2703,70.2703,0,0,'AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','AR_____FitCCm1h1',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,ClassificationViaClustering,3,64.8649,37,24,13,0.65294,0.64865,64.8649,64.8649,64.8649,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,ClassificationViaClustering,2,64.8649,37,24,13,0.65294,0.64865,64.8649,64.8649,64.8649,0,0,'HjorthComp','AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,ClassificationViaClustering,1,62.1622,37,23,14,0.62794,0.62052,62.1622,62.1622,62.1622,0,0,'AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' ',' '


Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,ClassificationViaRegression,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitCCm1h1','KendaAutoct1','KendaCAutot1','PearsCAutot1','PartialAutt1','HjorthMobi','PearsAutoct1'
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,ClassificationViaRegression,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','AR_____FitCCm1h1','KendaAutoct1','KendaCAutot1','HjorthMobi','PearsCAutot1','PartialAutt1','PearsAutoct1'
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,ClassificationViaRegression,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','AR_____FitCCm1h1','HjorthComp','KendaAutoct1','KendaCAutot1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi'
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,ClassificationViaRegression,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','AR_____FitCCm1h1','HjorthComp','AR_____FitNRMSEm1h1','KendaAutoct1','KendaCAutot1','PearsCAutot1','HjorthMobi','PartialAutt1','PearsAutoct1'
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,ClassificationViaRegression,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitCCm1h1','KendaAutoct1','KendaCAutot1','PearsCAutot1','HjorthMobi',' ',' '
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,ClassificationViaRegression,4,75.6757,37,28,9,0.74412,0.7493,75.6757,75.6757,75.6757,0,0,'AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','AR_____FitCCm1h1',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,ClassificationViaRegression,3,81.0811,37,30,7,0.77059,0.80037,81.0811,81.0811,81.0811,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,ClassificationViaRegression,2,81.0811,37,30,7,0.74412,0.80037,81.0811,81.0811,81.0811,0,0,'HjorthComp','AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,ClassificationViaRegression,1,78.3784,37,29,8,0.73824,0.76854,78.3784,78.3784,78.3784,0,0,'AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' ',' '


Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,CVParameterSelection,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitCCm1h1','KendaAutoct1','KendaCAutot1','PearsCAutot1','PartialAutt1','HjorthMobi','PearsAutoct1'
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,CVParameterSelection,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','AR_____FitCCm1h1','KendaAutoct1','KendaCAutot1','HjorthMobi','PearsCAutot1','PartialAutt1','PearsAutoct1'
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,CVParameterSelection,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','AR_____FitCCm1h1','HjorthComp','KendaAutoct1','KendaCAutot1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi'
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,CVParameterSelection,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','AR_____FitCCm1h1','HjorthComp','AR_____FitNRMSEm1h1','KendaAutoct1','KendaCAutot1','PearsCAutot1','HjorthMobi','PartialAutt1','PearsAutoct1'
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,CVParameterSelection,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitCCm1h1','KendaAutoct1','KendaCAutot1','PearsCAutot1','HjorthMobi',' ',' '
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,CVParameterSelection,4,54.0541,37,20,17,0.43824,0.37933,54.0541,54.0541,54.0541,0,0,'AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','AR_____FitCCm1h1',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,CVParameterSelection,3,54.0541,37,20,17,0.43824,0.37933,54.0541,54.0541,54.0541,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,CVParameterSelection,2,54.0541,37,20,17,0.43824,0.37933,54.0541,54.0541,54.0541,0,0,'HjorthComp','AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,CVParameterSelection,1,54.0541,37,20,17,0.43824,0.37933,54.0541,54.0541,54.0541,0,0,'AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' ',' '


Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,Dagging,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitCCm1h1','KendaAutoct1','KendaCAutot1','PearsCAutot1','PartialAutt1','HjorthMobi','PearsAutoct1'
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,Dagging,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','AR_____FitCCm1h1','KendaAutoct1','KendaCAutot1','HjorthMobi','PearsCAutot1','PartialAutt1','PearsAutoct1'
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,Dagging,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','AR_____FitCCm1h1','HjorthComp','KendaAutoct1','KendaCAutot1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi'
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,Dagging,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','AR_____FitCCm1h1','HjorthComp','AR_____FitNRMSEm1h1','KendaAutoct1','KendaCAutot1','PearsCAutot1','HjorthMobi','PartialAutt1','PearsAutoct1'
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,Dagging,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitCCm1h1','KendaAutoct1','KendaCAutot1','PearsCAutot1','HjorthMobi',' ',' '
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,Dagging,4,72.973,37,27,10,0.75147,0.724,72.973,72.973,72.973,0,0,'AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','AR_____FitCCm1h1',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,Dagging,3,78.3784,37,29,8,0.80735,0.77472,78.3784,78.3784,78.3784,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,Dagging,2,72.973,37,27,10,0.67206,0.7184,72.973,72.973,72.973,0,0,'HjorthComp','AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,Dagging,1,78.3784,37,29,8,0.74412,0.76854,78.3784,78.3784,78.3784,0,0,'AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' ',' '


Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,Decorate,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitCCm1h1','KendaAutoct1','KendaCAutot1','PearsCAutot1','PartialAutt1','HjorthMobi','PearsAutoct1'
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,Decorate,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','AR_____FitCCm1h1','KendaAutoct1','KendaCAutot1','HjorthMobi','PearsCAutot1','PartialAutt1','PearsAutoct1'
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,Decorate,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','AR_____FitCCm1h1','HjorthComp','KendaAutoct1','KendaCAutot1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi'
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,Decorate,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','AR_____FitCCm1h1','HjorthComp','AR_____FitNRMSEm1h1','KendaAutoct1','KendaCAutot1','PearsCAutot1','HjorthMobi','PartialAutt1','PearsAutoct1'
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,Decorate,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitCCm1h1','KendaAutoct1','KendaCAutot1','PearsCAutot1','HjorthMobi',' ',' '
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,Decorate,4,72.973,37,27,10,0.68235,0.724,72.973,72.973,72.973,0,0,'AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','AR_____FitCCm1h1',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,Decorate,3,75.6757,37,28,9,0.675,0.7493,75.6757,75.6757,75.6757,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,Decorate,2,81.0811,37,30,7,0.69265,0.80037,81.0811,81.0811,81.0811,0,0,'HjorthComp','AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,Decorate,1,81.0811,37,30,7,0.76471,0.80037,81.0811,81.0811,81.0811,0,0,'AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' ',' '


Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,END,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitCCm1h1','KendaAutoct1','KendaCAutot1','PearsCAutot1','PartialAutt1','HjorthMobi','PearsAutoct1'
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,END,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','AR_____FitCCm1h1','KendaAutoct1','KendaCAutot1','HjorthMobi','PearsCAutot1','PartialAutt1','PearsAutoct1'
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,END,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','AR_____FitCCm1h1','HjorthComp','KendaAutoct1','KendaCAutot1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi'
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,END,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','AR_____FitCCm1h1','HjorthComp','AR_____FitNRMSEm1h1','KendaAutoct1','KendaCAutot1','PearsCAutot1','HjorthMobi','PartialAutt1','PearsAutoct1'
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,END,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitCCm1h1','KendaAutoct1','KendaCAutot1','PearsCAutot1','HjorthMobi',' ',' '
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,END,4,78.3784,37,29,8,0.69412,0.76854,78.3784,78.3784,78.3784,0,0,'AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','AR_____FitCCm1h1',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,END,3,78.3784,37,29,8,0.69412,0.76854,78.3784,78.3784,78.3784,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,END,2,78.3784,37,29,8,0.70735,0.77472,78.3784,78.3784,78.3784,0,0,'HjorthComp','AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,ChiSquaredAttributeEval,Ranker,END,1,78.3784,37,29,8,0.72353,0.76854,78.3784,78.3784,78.3784,0,0,'AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' ',' '


